9361,500.50,2
1571,500.50,2
6506,500.50,2
7176,500.00,2
7642,500.00,1
1476,500.00,1
7485,500.50,3
6147,500.00,1
1509,500.00,2
1077,500.00,1
3389,500.00,2
1124,500.00,2
3646,500.00,2
3231,500.50,2
5444,500.00,2
9961,500.50,3
9906,500.50,2
3821,500.50,2
1837,500.00,3
9369,500.00,3
687,500.00,3
9420,500.50,1
3992,500.00,3
4074,500.00,3
2522,500.50,2
3204,500.50,3
7263,500.50,3
6122,500.50,1
8722,500.50,1
917,500.50,3
3481,500.50,3
5773,500.00,1
5715,500.00,1
9814,500.50,3
5244,500.50,3
2350,500.00,1
2608,500.00,1
7150,500.00,3
1177,500.50,2
3494,500.50,3
7881,500.50,2
1374,500.50,1
1448,500.00,2
8100,500.50,1
8208,500.00,1
9920,500.50,3
6844,500.50,3
1588,500.00,1
1622,500.00,1
8780,500.50,2
8784,500.50,1
8672,500.00,3
1510,500.50,3
3994,500.00,1
3845,500.50,3
2642,500.50,2
7235,500.00,1
4886,500.50,3
774,500.00,2
7266,500.00,2
1632,500.50,1
3704,500.00,3
5605,500.50,2
6698,500.00,1
9500,500.50,1
9254,500.00,1
4661,500.00,1
8330,500.50,3
7408,500.00,2
5777,500.00,2
576,500.50,2
6039,500.00,2
7185,500.00,1
8167,500.50,2
7082,500.00,1
4843,500.50,2
5017,500.00,2
7151,500.50,2
6481,500.00,2
7331,500.00,1
2129,500.00,1
2362,500.00,3
6702,500.00,3
9362,500.00,2
1630,500.00,1
55,500.00,3
7278,500.50,2
533,500.50,3
1057,500.50,3
5976,500.50,3
8907,500.50,3
5130,500.50,1
4699,500.00,2
5922,500.50,2
9145,500.00,1
219,500.00,1
1100,500.50,2
3745,500.50,2
2835,500.00,3
8481,500.50,2
108,500.00,2
995,500.50,3
3532,500.50,2
2200,500.00,3
572,500.50,1
3026,500.50,3
7108,500.00,2
7836,500.00,3
8711,500.00,1
9861,500.00,2
1321,500.00,1
8867,500.00,1
7563,500.00,2
464,500.50,3
579,500.00,1
5888,500.50,1
93,500.00,1
6824,500.50,3
2965,500.50,3
3219,500.00,2
6267,500.00,3
4663,500.00,2
6240,500.50,3
5696,500.00,2
8953,500.00,3
5154,500.50,3
7223,500.00,1
9905,500.50,3
3298,500.50,1
234,500.00,2
9195,500.00,1
2992,500.50,2
6268,500.00,3
8905,500.00,2
9456,500.00,1
8490,500.50,1
5386,500.50,2
7250,500.00,3
1917,500.50,3
7154,500.00,1
6469,500.50,3
7535,500.00,1
5569,500.50,2
4486,500.00,1
1101,500.50,3
5993,500.00,3
5049,500.50,2
