3406,500.00,3
4357,500.50,1
3455,500.50,3
7070,500.50,1
9918,500.50,1
3422,500.50,3
4360,500.50,1
6710,500.50,2
6358,500.50,1
4776,500.50,1
6021,500.00,2
8675,500.00,3
2505,500.00,3
5538,500.50,1
7439,500.00,2
4901,500.50,1
2935,500.50,2
607,500.00,2
3403,500.00,2
4065,500.50,3
1104,500.00,2
1057,500.00,1
6731,500.50,3
6612,500.00,3
3349,500.50,3
9493,500.50,1
7552,500.50,3
114,500.00,3
1631,500.00,1
2592,500.00,1
5176,500.50,1
9140,500.50,3
5192,500.50,1
434,500.00,1
4639,500.00,3
7724,500.00,3
9463,500.50,1
4214,500.00,3
5040,500.50,3
5594,500.00,1
6060,500.00,2
9753,500.50,3
8053,500.50,3
3464,500.00,3
1524,500.50,2
2374,500.00,1
4564,500.00,2
7380,500.00,3
7779,500.50,3
9165,500.50,2
5600,500.00,2
8189,500.00,1
690,500.50,3
7131,500.00,1
6826,500.50,2
9475,500.50,3
4571,500.00,2
6017,500.50,2
3925,500.00,3
9926,500.00,3
2963,500.50,1
4565,500.50,3
3870,500.50,1
2422,500.50,1
7006,500.00,2
9558,500.00,1
6856,500.50,2
2010,500.50,1
5587,500.50,1
2625,500.00,2
1422,500.00,3
8037,500.00,1
8574,500.50,1
1087,500.00,1
5390,500.00,3
9358,500.50,3
9014,500.00,2
5272,500.50,2
1863,500.50,1
6567,500.50,3
4898,500.00,3
9753,500.00,1
8376,500.00,1
1455,500.00,3
6122,500.50,2
9200,500.00,1
2869,500.50,2
5347,500.00,1
5354,500.50,2
7758,500.50,2
1540,500.00,3
9663,500.50,3
338,500.00,2
138,500.00,1
1485,500.50,3
7736,500.50,2
4800,500.50,1
5884,500.00,2
6646,500.50,3
2671,500.50,1
5639,500.00,3
620,500.00,1
2002,500.50,1
4709,500.50,1
9829,500.50,2
2749,500.50,1
9180,500.00,2
1783,500.00,2
2180,500.50,2
8586,500.50,1
271,500.50,1
5780,500.50,2
4867,500.00,2
4961,500.00,2
1166,500.00,3
9603,500.50,3
2174,500.00,3
5397,500.00,1
3674,500.50,2
9655,500.00,2
3800,500.00,2
4002,500.00,2
9923,500.00,2
1899,500.00,1
68,500.00,2
8618,500.00,2
5286,500.50,1
1222,500.00,3
8662,500.50,1
1547,500.50,1
1603,500.50,3
1764,500.00,2
5355,500.00,3
4375,500.00,3
9886,500.50,2
1716,500.50,3
5316,500.00,3
3515,500.50,1
4447,500.00,3
290,500.00,2
5981,500.00,1
8143,500.50,1
6203,500.50,2
4083,500.00,1
392,500.50,2
6294,500.00,1
4097,500.00,3
9621,500.00,3
4615,500.00,2
5456,500.50,1
9095,500.00,2
8387,500.00,3
982,500.50,1
3153,500.50,2
3150,500.00,2
4689,500.00,3
9091,500.00,1
7993,500.00,1
2616,500.00,3
1621,500.50,3
5610,500.00,3
7129,500.00,3
3350,500.50,1
3274,500.50,3
3980,500.50,3
9001,500.50,3
6405,500.00,1
7859,500.00,1
3230,500.00,3
611,500.00,2
9347,500.00,3
2716,500.00,3
5211,500.50,1
5739,500.00,1
2030,500.50,3
828,500.00,1
8426,500.00,2
8920,500.50,1
8282,500.00,1
7478,500.00,1
1964,500.00,2
833,500.50,3
5177,500.50,2
9625,500.50,2
7328,500.50,2
492,500.00,3
1101,500.00,3
951,500.50,3
1681,500.50,3
8611,500.00,3
7009,500.50,2
8838,500.00,1
7577,500.00,1
2927,500.00,1
8162,500.50,3
909,500.00,3
9223,500.50,3
3158,500.50,2
6924,500.50,3
6454,500.50,2
6006,500.50,1
1279,500.00,3
4987,500.00,1
8692,500.50,1
4485,500.00,3
8043,500.00,2
2898,500.50,1
7474,500.00,3
4340,500.00,1
4481,500.50,3
1727,500.50,3
1688,500.50,3
7901,500.50,2
5542,500.00,2
4236,500.50,2
7662,500.50,3
2662,500.00,3
337,500.00,3
1637,500.50,1
946,500.00,2
6874,500.00,3
6429,500.50,3
1153,500.50,2
8622,500.00,3
8113,500.00,1
4141,500.50,1
1262,500.00,1
5049,500.00,1
1365,500.00,2
781,500.50,1
2455,500.00,2
9687,500.00,3
2813,500.50,1
465,500.00,2
4040,500.00,3
1670,500.50,1
454,500.00,3
6936,500.00,2
8590,500.50,2
8811,500.50,2
2081,500.50,1
124,500.00,2
4629,500.00,2
2550,500.00,3
6726,500.00,1
4096,500.50,2
5025,500.00,3
9470,500.50,1
471,500.00,2
6016,500.50,1
698,500.50,1
4094,500.00,1
6281,500.00,3
1114,500.00,2
864,500.50,3
2698,500.50,3
8053,500.50,2
894,500.50,1
9917,500.50,2
9192,500.50,2
9498,500.00,3
6937,500.00,2
253,500.00,2
5904,500.50,3
708,500.00,1
5056,500.50,2
618,500.50,2
4198,500.00,2
2731,500.50,3
4807,500.00,1
5588,500.50,3
3506,500.50,1
2333,500.50,2
9400,500.50,1
905,500.00,3
3573,500.00,2
4205,500.50,3
7824,500.00,1
3900,500.00,2
9255,500.50,1
9906,500.00,2
2901,500.00,1
5982,500.00,1
5429,500.50,1
5059,500.50,1
9384,500.50,2
7453,500.50,1
7317,500.00,1
9869,500.50,2
1379,500.00,3
1036,500.50,3
8339,500.50,3
6575,500.00,1
5996,500.00,2
8859,500.00,2
9518,500.00,1
5733,500.00,1
1769,500.00,3
1823,500.00,3
1329,500.00,1
2391,500.00,2
3299,500.00,2
3911,500.00,2
6559,500.50,1
6994,500.50,2
9768,500.00,3
7509,500.00,2
1718,500.00,2
2922,500.00,2
1371,500.50,1
6320,500.50,1
7674,500.50,2
1037,500.50,2
6038,500.50,3
4457,500.00,1
5000,500.50,1
6108,500.50,2
2527,500.50,1
4279,500.00,1
4879,500.00,2
2057,500.50,1
498,500.00,3
1242,500.00,3
4513,500.50,3
6305,500.50,2
1828,500.00,3
6952,500.50,2
7409,500.00,2
1318,500.00,2
4149,500.00,3
9936,500.00,1
1067,500.50,2
842,500.50,2
3169,500.50,3
7312,500.50,1
262,500.00,3
5436,500.00,3
3045,500.00,2
4807,500.50,2
3643,500.50,3
923,500.00,3
9318,500.50,1
149,500.00,2
3508,500.00,3
9080,500.50,3
7673,500.50,3
4286,500.00,2
7731,500.00,3
4182,500.00,1
621,500.00,1
1926,500.00,3
154,500.50,2
4857,500.50,1
4573,500.00,3
166,500.50,2
7940,500.50,2
2426,500.00,3
4225,500.50,3
7095,500.00,1
8707,500.50,3
6856,500.00,1
4181,500.50,2
1750,500.50,2
7698,500.50,3
603,500.00,3
5072,500.50,2
7717,500.50,1
6679,500.50,3
2296,500.50,1
2080,500.50,3
9671,500.00,1
9641,500.50,3
7657,500.00,2
6573,500.50,3
3542,500.00,1
3997,500.50,1
4664,500.50,2
7126,500.50,1
1817,500.50,1
2919,500.00,3
1051,500.00,3
8140,500.00,2
4339,500.50,2
855,500.50,3
2260,500.00,1
5072,500.00,3
7230,500.00,1
7510,500.50,1
138,500.00,3
2207,500.00,3
8775,500.00,1
6698,500.00,3
9212,500.00,2
5362,500.00,3
9198,500.50,3
4025,500.50,1
4916,500.00,3
3234,500.50,1
4713,500.00,2
8946,500.00,1
7066,500.50,3
6041,500.00,1
8215,500.00,2
7595,500.50,1
8051,500.00,3
5827,500.50,1
4919,500.00,3
3640,500.50,3
8170,500.50,2
326,500.00,1
6674,500.00,2
7320,500.00,3
405,500.00,1
3913,500.50,3
1404,500.50,2
1488,500.50,1
9237,500.50,3
4584,500.00,3
8686,500.50,2
8033,500.00,3
4831,500.50,2
7853,500.50,1
6502,500.50,2
7285,500.50,1
8268,500.00,3
2295,500.50,2
2447,500.50,3
7287,500.00,3
6400,500.00,2
4498,500.00,3
3231,500.00,2
3312,500.50,3
7134,500.00,3
5614,500.50,2
9995,500.00,2
4679,500.00,1
1844,500.00,2
56,500.00,1
5659,500.50,1
470,500.00,1
7517,500.50,1
7121,500.00,3
9307,500.50,3
4477,500.00,3
9249,500.00,2
8674,500.00,1
6942,500.50,2
3289,500.50,1
8651,500.50,2
1713,500.00,3
508,500.00,3
9865,500.50,1
341,500.50,2
2085,500.50,1
2383,500.00,2
2204,500.50,3
7492,500.00,2
691,500.00,2
1793,500.50,1
843,500.50,2
5044,500.00,1
4922,500.00,1
141,500.00,1
4185,500.50,1
6315,500.50,3
9230,500.00,3
1256,500.50,3
6939,500.00,3
2687,500.00,2
4158,500.00,2
1822,500.00,3
9547,500.50,1
4452,500.50,3
2197,500.50,1
7257,500.00,3
1585,500.50,3
1150,500.00,2
1949,500.00,3
4566,500.00,2
357,500.00,2
4681,500.50,1
8045,500.50,2
9370,500.50,3
9940,500.50,1
894,500.50,2
4616,500.50,1
9660,500.00,3
7165,500.00,1
4175,500.50,2
5184,500.50,2
4684,500.50,2
422,500.00,3
968,500.50,3
2813,500.00,1
141,500.00,2
1972,500.50,3
4830,500.00,1
2674,500.00,2
8795,500.00,2
9527,500.00,2
1730,500.50,2
875,500.50,1
2860,500.00,3
2135,500.00,2
898,500.00,2
2755,500.50,2
5644,500.00,2
712,500.00,3
9909,500.00,2
4151,500.00,1
3794,500.00,3
9871,500.00,1
426,500.50,2
4829,500.00,3
9370,500.50,2
7647,500.50,2
4275,500.00,3
5265,500.00,3
1429,500.00,2
9646,500.00,1
8747,500.50,1
9768,500.00,3
9481,500.50,1
2503,500.50,1
1644,500.00,3
6102,500.00,1
1496,500.00,1
2654,500.00,3
4954,500.50,2
3542,500.00,2
1593,500.50,2
9892,500.00,2
6610,500.00,2
7309,500.00,2
4124,500.00,2
1600,500.50,3
5195,500.00,3
553,500.50,1
8385,500.00,2
1303,500.00,1
753,500.00,1
9585,500.00,2
7668,500.50,3
9077,500.50,1
4992,500.00,2
4781,500.50,3
8794,500.50,1
4954,500.00,3
1229,500.00,3
9046,500.50,2
8052,500.50,1
6993,500.50,1
4692,500.50,3
7926,500.50,2
9196,500.00,2
2850,500.00,1
4989,500.00,2
7109,500.50,2
1863,500.50,2
555,500.50,3
3079,500.00,3
1027,500.50,1
4292,500.00,3
5833,500.50,2
9312,500.00,3
5202,500.50,2
5104,500.00,3
563,500.00,2
8484,500.00,1
7251,500.00,1
4520,500.00,2
7394,500.50,2
9105,500.00,2
26,500.00,3
2880,500.50,1
9010,500.50,2
6845,500.00,2
1530,500.00,2
4371,500.50,1
6595,500.50,2
3600,500.00,2
7085,500.50,3
6748,500.00,2
7279,500.50,3
6603,500.00,1
3916,500.50,3
8419,500.00,3
5099,500.50,2
7418,500.50,2
4534,500.50,1
6056,500.00,3
5062,500.50,3
2580,500.00,1
2899,500.00,3
1853,500.00,3
5105,500.00,1
7855,500.00,3
1560,500.00,3
3132,500.00,1
8352,500.50,2
3525,500.00,2
6818,500.50,2
1977,500.00,3
810,500.50,3
638,500.50,2
3396,500.50,3
8094,500.00,3
5223,500.50,1
6314,500.00,3
8441,500.50,2
5493,500.50,3
3773,500.50,1
367,500.50,2
8372,500.50,3
5068,500.00,1
3408,500.00,2
12,500.50,3
3298,500.50,2
4716,500.50,2
1685,500.50,2
1440,500.50,2
38,500.50,1
5243,500.50,3
3282,500.50,2
3407,500.00,3
173,500.50,1
2332,500.00,3
4092,500.50,3
9714,500.00,3
5979,500.00,1
